site,miner_id,ip,mac,scanner_result,model,firmware,rt_hash,avg_hash,elapsed,temperature,fan_rpm,pool_state,worker
DEMO-RIVERBEND,RB-03009,10.240.12.138,02:00:00:0b:c1:e5,Success,WhatsMiner M30S++ 112T,20230110,80448.19 GH/s,114134.78 GH/s,9d 15h 23m,61.4/62.6/63.0 C,6390/5485/6067/6151 RPM,Connected,demo-riverbend.03009
DEMO-RIVERBEND,RB-03010,10.240.12.139,02:00:00:0b:c2:0a,Success,Antminer S19j Pro 104T,20230315,102813.00 GH/s,104098.97 GH/s,5d 06h 00m,77.8/78.8/79.7 C,5657/6379/6146/5778 RPM,Connected,demo-riverbend.03010
DEMO-RIVERBEND,RB-03011,10.240.12.140,02:00:00:0b:c3:2f,Success,Antminer S19 95T,20230110,97380.62 GH/s,95730.05 GH/s,4d 17h 25m,71.9/71.0/72.5 C,6476/6413/5893/6033 RPM,Connected,demo-riverbend.03011
DEMO-RIVERBEND,RB-03012,10.240.12.141,02:00:00:0b:c4:54,Success,WhatsMiner M30S++ 112T,20230110,115196.10 GH/s,112681.18 GH/s,6d 14h 07m,66.8/67.6/68.7 C,5637/5899/5689/5524 RPM,Connected,demo-riverbend.03012
DEMO-RIVERBEND,RB-03013,10.240.12.142,02:00:00:0b:c5:79,Success,Antminer S19j Pro 104T,20230315,99813.11 GH/s,106725.32 GH/s,8d 12h 32m,76.9/77.9/78.1 C,6254/6282/6432/6452 RPM,Connected,demo-riverbend.03013
DEMO-RIVERBEND,RB-03014,10.240.12.143,02:00:00:0b:c6:9e,Success,Antminer S19 95T,20230110,99575.56 GH/s,97416.31 GH/s,9d 18h 07m,63.4/64.2/63.1 C,6499/6345/6385/5578 RPM,Connected,demo-riverbend.03014
DEMO-RIVERBEND,RB-03015,10.240.12.144,02:00:00:0b:c7:c3,Success,WhatsMiner M30S++ 112T,20230110,108370.64 GH/s,115208.39 GH/s,9d 13h 14m,66.1/65.6/66.2 C,5991/5638/5579/5858 RPM,Connected,demo-riverbend.03015
DEMO-RIVERBEND,RB-03016,10.240.12.145,02:00:00:0b:c8:e8,Success,Antminer S19j Pro 104T,20230315,104157.53 GH/s,102431.38 GH/s,2d 09h 07m,62.8/62.8/64.5 C,6275/6376/6156/5682 RPM,Connected,demo-riverbend.03016
DEMO-RIVERBEND,RB-03017,10.240.12.146,02:00:00:0b:c9:0d,Success,Antminer S19 95T,20230110,91551.63 GH/s,91747.71 GH/s,7d 17h 38m,71.1/73.0/70.4 C,5728/6211/6413/5556 RPM,Connected,demo-riverbend.03017
DEMO-RIVERBEND,RB-03018,10.240.12.147,02:00:00:0b:ca:32,Success,WhatsMiner M30S++ 112T,20230110,105561.52 GH/s,110364.49 GH/s,1d 16h 05m,61.6/62.9/62.9 C,5977/6325/5437/6135 RPM,Connected,demo-riverbend.03018
DEMO-RIVERBEND,RB-03019,10.240.12.148,02:00:00:0b:cb:57,Success,Antminer S19j Pro 104T,20230315,78774.47 GH/s,107006.93 GH/s,6d 23h 43m,73.0/73.5/74.7 C,6438/6252/6004/5975 RPM,Connected,demo-riverbend.03019
DEMO-RIVERBEND,RB-03020,10.240.12.149,02:00:00:0b:cc:7c,Success,Antminer S19 95T,20230110,90051.98 GH/s,94965.28 GH/s,2d 17h 47m,67.4/68.8/68.5 C,6392/5709/6256/6180 RPM,Connected,demo-riverbend.03020
DEMO-RIVERBEND,RB-03021,10.240.12.150,02:00:00:0b:cd:a1,Success,WhatsMiner M30S++ 112T,20230110,107543.16 GH/s,112942.88 GH/s,9d 15h 23m,73.2/74.6/73.9 C,5983/5833/6233/6287 RPM,Connected,demo-riverbend.03021
DEMO-RIVERBEND,RB-03022,10.240.12.151,02:00:00:0b:ce:c6,Success,Antminer S19j Pro 104T,20230315,101235.28 GH/s,100966.65 GH/s,5d 11h 07m,66.8/68.4/67.1 C,5703/6321/6016/6193 RPM,Connected,demo-riverbend.03022
DEMO-RIVERBEND,RB-03023,10.240.12.152,02:00:00:0b:cf:eb,Success,Antminer S19 95T,20230110,91946.68 GH/s,94975.12 GH/s,2d 20h 32m,61.6/62.0/63.2 C,6213/5829/6337/5511 RPM,Connected,demo-riverbend.03023
DEMO-RIVERBEND,RB-03024,10.240.12.153,02:00:00:0b:d0:10,Success,WhatsMiner M30S++ 112T,20230110,106220.52 GH/s,113830.25 GH/s,8d 16h 28m,62.8/62.2/63.5 C,5515/6221/6091/5428 RPM,Connected,demo-riverbend.03024
DEMO-RIVERBEND,RB-03025,10.240.12.154,02:00:00:0b:d1:35,Success,Antminer S19j Pro 104T,20230315,98857.89 GH/s,104334.91 GH/s,8d 06h 49m,72.4/73.4/73.2 C,6356/5775/5972/6041 RPM,Connected,demo-riverbend.03025
DEMO-RIVERBEND,RB-03026,10.240.12.155,02:00:00:0b:d2:5a,Success,Antminer S19 95T,20230110,87377.24 GH/s,91983.93 GH/s,2d 21h 10m,72.1/73.8/72.1 C,6160/5452/6325/6243 RPM,Connected,demo-riverbend.03026
DEMO-RIVERBEND,RB-03027,10.240.12.156,02:00:00:0b:d3:7f,Success,WhatsMiner M30S++ 112T,20230110,110250.65 GH/s,109226.19 GH/s,1d 23h 37m,63.1/62.3/63.9 C,5480/5575/6463/5597 RPM,Connected,demo-riverbend.03027
DEMO-RIVERBEND,RB-03028,10.240.12.157,02:00:00:0b:d4:a4,Success,Antminer S19j Pro 104T,20230315,105827.12 GH/s,105945.12 GH/s,8d 15h 06m,76.3/76.5/76.6 C,6301/5755/5726/6210 RPM,Connected,demo-riverbend.03028
DEMO-RIVERBEND,RB-03029,10.240.12.158,02:00:00:0b:d5:c9,Success,Antminer S19 95T,20230110,100317.36 GH/s,97580.37 GH/s,7d 21h 27m,66.9/68.3/66.4 C,6221/6180/6406/5905 RPM,Connected,demo-riverbend.03029
DEMO-RIVERBEND,RB-03030,10.240.12.159,02:00:00:0b:d6:ee,Success,WhatsMiner M30S++ 112T,20230110,110426.10 GH/s,114186.06 GH/s,4d 09h 56m,77.5/78.0/77.4 C,6127/6340/5528/6225 RPM,Connected,demo-riverbend.03030
DEMO-RIVERBEND,RB-03031,10.240.12.160,02:00:00:0b:d7:13,Success,Antminer S19j Pro 104T,20230315,100335.14 GH/s,100756.28 GH/s,6d 23h 16m,61.3/62.5/61.2 C,5499/6033/5429/6066 RPM,Connected,demo-riverbend.03031
DEMO-RIVERBEND,RB-03032,10.240.12.161,02:00:00:0b:d8:38,Success,Antminer S19 95T,20230110,94204.77 GH/s,97708.55 GH/s,,63.2/63.8/64.4 C,6472/6432/6032/6192 RPM,Connected,demo-riverbend.03032
DEMO-RIVERBEND,RB-03033,10.240.12.162,02:00:00:0b:d9:5d,Success,WhatsMiner M30S++ 112T,20230110,112633.02 GH/s,111956.25 GH/s,5d 13h 03m,63.3/64.1/64.3 C,5736/6369/5770/6497 RPM,Connected,demo-riverbend.03033
DEMO-RIVERBEND,RB-03034,10.240.12.163,02:00:00:0b:da:82,Success,Antminer S19j Pro 104T,20230315,100904.92 GH/s,101547.18 GH/s,5d 21h 17m,61.8/62.4/62.9 C,,Connected,demo-riverbend.03034
DEMO-RIVERBEND,RB-03035,10.240.12.164,02:00:00:0b:db:a7,Success,Antminer S19 95T,20230110,97007.30 GH/s,97718.10 GH/s,5d 23h 29m,61.1/60.5/61.8 C,5476/5613/6370/6430 RPM,Connected,demo-riverbend.03035
DEMO-RIVERBEND,RB-03036,10.240.12.165,02:00:00:0b:dc:cc,Success,WhatsMiner M30S++ 112T,20230110,116750.63 GH/s,115083.19 GH/s,9d 16h 45m,77.1/78.2/77.8 C,6181/6058/5528/5790 RPM,Connected,demo-riverbend.03036
DEMO-RIVERBEND,RB-03037,10.240.12.166,02:00:00:0b:dd:f1,Success,Antminer S19j Pro 104T,20230315,99154.17 GH/s,100825.77 GH/s,9d 16h 31m,76.0/76.5/77.8 C,5766/5456/6438/6208 RPM,Connected,demo-riverbend.03037
DEMO-RIVERBEND,RB-03038,10.240.12.167,02:00:00:0b:de:16,Success,Antminer S19 95T,20230110,87386.97 GH/s,91475.43 GH/s,5d 06h 57m,72.3/72.1/74.1 C,5542/6492/5890/5474 RPM,Connected,demo-riverbend.03038
DEMO-RIVERBEND,RB-03039,10.240.12.168,02:00:00:0b:df:3b,Success,WhatsMiner M30S++ 112T,20230110,113501.07 GH/s,111508.78 GH/s,4d 20h 16m,63.8/63.7/63.1 C,6394/6120/5699/5969 RPM,Connected,demo-riverbend.03039
DEMO-RIVERBEND,RB-03040,10.240.12.169,02:00:00:0b:e0:60,Success,Antminer S19j Pro 104T,20230315,103242.69 GH/s,101159.93 GH/s,8d 03h 42m,65.0/65.9/64.8 C,6287/6437/5806/5964 RPM,Connected,demo-riverbend.03040
DEMO-RIVERBEND,RB-03041,10.240.12.170,02:00:00:0b:e1:85,Success,Antminer S19 95T,20230110,90129.95 GH/s,91566.19 GH/s,3d 06h 03m,65.2/65.4/66.4 C,6392/5514/5985/5739 RPM,Connected,demo-riverbend.03041
DEMO-RIVERBEND,RB-03042,10.240.12.171,02:00:00:0b:e2:aa,Success,WhatsMiner M30S++ 112T,20230110,86592.23 GH/s,114398.93 GH/s,2d 08h 47m,77.8/77.9/78.0 C,5938/5607/5647/5422 RPM,Connected,demo-riverbend.03042
DEMO-RIVERBEND,RB-03043,10.240.12.172,02:00:00:0b:e3:cf,Success,Antminer S19j Pro 104T,20230315,98849.94 GH/s,103909.71 GH/s,7d 21h 16m,71.9/71.1/71.0 C,5994/5523/5535/5787 RPM,Connected,demo-riverbend.03043
DEMO-RIVERBEND,RB-03044,10.240.12.173,02:00:00:0b:e4:f4,Success,Antminer S19 95T,20230110,98132.58 GH/s,96596.92 GH/s,8d 22h 05m,64.9/66.3/64.3 C,5512/6351/6297/5884 RPM,Connected,demo-riverbend.03044
DEMO-RIVERBEND,RB-03045,10.240.12.174,02:00:00:0b:e5:19,Success,WhatsMiner M30S++ 112T,20230110,112391.91 GH/s,112667.97 GH/s,3d 05h 42m,65.9/65.5/66.2 C,5955/6161/5648/5707 RPM,Connected,demo-riverbend.03045
DEMO-RIVERBEND,RB-03046,10.240.12.175,02:00:00:0b:e6:3e,Success,Antminer S19j Pro 104T,20230315,99360.23 GH/s,101186.64 GH/s,5d 07h 24m,70.7/71.5/70.1 C,5782/5896/5543/5652 RPM,Connected,demo-riverbend.03046
DEMO-RIVERBEND,RB-03047,10.240.12.176,02:00:00:0b:e7:63,Success,Antminer S19 95T,20230110,92805.08 GH/s,91793.90 GH/s,7d 05h 20m,65.9/67.3/67.7 C,6390/6092/6015/6483 RPM,Connected,demo-riverbend.03047
DEMO-RIVERBEND,RB-03048,10.240.12.177,02:00:00:0b:e8:88,Success,WhatsMiner M30S++ 112T,20230110,83638.55 GH/s,108872.48 GH/s,7d 17h 54m,72.1/72.8/74.0 C,5461/6140/6435/6388 RPM,Connected,demo-riverbend.03048
DEMO-RIVERBEND,RB-03049,10.240.12.178,02:00:00:0b:e9:ad,Success,Antminer S19j Pro 104T,20230315,100186.41 GH/s,99910.11 GH/s,9d 18h 41m,67.2/68.2/66.5 C,6318/5951/6090/6374 RPM,Connected,demo-riverbend.03049
DEMO-RIVERBEND,RB-03050,10.240.12.179,02:00:00:0b:ea:d2,Success,Antminer S19 95T,20230110,93125.94 GH/s,97713.57 GH/s,8d 04h 38m,70.1/71.9/72.0 C,5964/5914/5766/5741 RPM,Connected,demo-riverbend.03050
DEMO-RIVERBEND,RB-03051,10.240.12.180,02:00:00:0b:eb:f7,Success,WhatsMiner M30S++ 112T,20230110,105535.74 GH/s,109260.46 GH/s,4d 20h 32m,76.3/77.8/78.0 C,6441/6378/5710/5988 RPM,Connected,demo-riverbend.03051
DEMO-RIVERBEND,RB-03052,10.240.12.181,02:00:00:0b:ec:1c,Success,Antminer S19j Pro 104T,20230315,0 GH/s,104657.76 GH/s,5d 11h 18m,,5980/5450/6341/6221 RPM,Connected,demo-riverbend.03052
DEMO-RIVERBEND,RB-03053,10.240.12.182,02:00:00:0b:ed:41,Success,Antminer S19 95T,20230110,0 GH/s,93926.69 GH/s,7d 07h 20m,65.7/64.8/66.4 C,5715/6278/5802/6266 RPM,Unknown,demo-riverbend.03053
DEMO-RIVERBEND,RB-03054,10.240.12.183,02:00:00:0b:ee:66,Success,WhatsMiner M30S++ 112T,20230110,107312.38 GH/s,112226.15 GH/s,1d 11h 52m,69.9/69.9/70.6 C,5441/6004/5755/5882 RPM,Connected,demo-riverbend.03054
DEMO-RIVERBEND,RB-03055,10.240.12.184,02:00:00:0b:ef:8b,Success,Antminer S19j Pro 104T,20230315,100307.96 GH/s,102329.34 GH/s,8d 12h 09m,61.1/60.3/60.7 C,6157/5540/5933/5490 RPM,Connected,demo-riverbend.03055
DEMO-RIVERBEND,RB-03056,10.240.12.185,02:00:00:0b:f0:b0,Success,Antminer S19 95T,20230110,91005.41 GH/s,92795.43 GH/s,9d 08h 29m,65.1/65.6/65.9 C,6292/6197/5615/5478 RPM,Connected,demo-riverbend.03056
DEMO-RIVERBEND,RB-03057,10.240.12.186,02:00:00:0b:f1:d5,Success,WhatsMiner M30S++ 112T,20230110,105678.71 GH/s,111260.36 GH/s,8d 17h 10m,75.9/75.2/75.2 C,5975/5634/6442/6332 RPM,Connected,demo-riverbend.03057
DEMO-RIVERBEND,RB-03058,10.240.12.187,02:00:00:0b:f2:fa,Success,Antminer S19j Pro 104T,20230315,95654.48 GH/s,101772.86 GH/s,9d 01h 31m,61.6/62.9/62.6 C,6091/6065/5785/6052 RPM,Connected,demo-riverbend.03058
DEMO-RIVERBEND,RB-03059,10.240.12.188,02:00:00:0b:f3:1f,Success,Antminer S19 95T,20230110,95110.58 GH/s,96642.52 GH/s,7d 20h 08m,77.5/78.7/77.0 C,5674/5550/5638/6141 RPM,Connected,demo-riverbend.03059
DEMO-RIVERBEND,RB-03060,10.240.12.189,02:00:00:0b:f4:44,Success,WhatsMiner M30S++ 112T,20230110,115491.66 GH/s,112206.05 GH/s,1d 17h 00m,61.0/62.9/62.4 C,5481/6036/5547/5437 RPM,Connected,demo-riverbend.03060
DEMO-RIVERBEND,RB-03061,10.240.12.190,02:00:00:0b:f5:69,Success,Antminer S19j Pro 104T,20230315,104563.52 GH/s,106641.48 GH/s,5d 14h 45m,73.9/74.0/74.6 C,5817/5934/5486/6243 RPM,Connected,demo-riverbend.03061
DEMO-RIVERBEND,RB-03062,10.240.12.191,02:00:00:0b:f6:8e,Success,Antminer S19 95T,20230110,93526.87 GH/s,94888.20 GH/s,5d 14h 45m,76.8/75.9/77.6 C,5953/6389/5699/6014 RPM,Connected,demo-riverbend.03062
DEMO-RIVERBEND,RB-03063,10.240.12.192,02:00:00:0b:f7:b3,Success,WhatsMiner M30S++ 112T,20230110,114425.55 GH/s,111413.41 GH/s,1d 08h 49m,60.5/62.4/60.6 C,6312/6496/5813/5844 RPM,Connected,demo-riverbend.03063
DEMO-RIVERBEND,RB-03064,10.240.12.193,02:00:00:0b:f8:d8,Success,Antminer S19j Pro 104T,20230315,101834.59 GH/s,105497.72 GH/s,5d 17h 33m,67.4/67.1/66.9 C,5984/5969/5598/5997 RPM,Connected,demo-riverbend.03064
DEMO-RIVERBEND,RB-03065,10.240.12.194,02:00:00:0b:f9:fd,Success,Antminer S19 95T,20230110,94521.11 GH/s,92677.62 GH/s,2d 14h 50m,72.9/72.6/74.1 C,6471/6230/6211/5824 RPM,Connected,demo-riverbend.03065
DEMO-RIVERBEND,RB-03066,10.240.12.195,02:00:00:0b:fa:22,Success,WhatsMiner M30S++ 112T,20230110,108539.57 GH/s,113998.26 GH/s,7d 03h 26m,63.0/63.9/62.0 C,5405/6135/5521/5452 RPM,Connected,demo-riverbend.03066
DEMO-RIVERBEND,RB-03067,10.240.12.196,02:00:00:0b:fb:47,Success,Antminer S19j Pro 104T,20230315,98613.40 GH/s,105324.95 GH/s,8d 23h 56m,69.8/71.8/71.3 C,6037/5695/5463/5828 RPM,Connected,demo-riverbend.03067
DEMO-RIVERBEND,RB-03068,10.240.12.197,02:00:00:0b:fc:6c,Success,Antminer S19 95T,20230110,96710.35 GH/s,94576.23 GH/s,8d 14h 35m,61.6/63.3/62.0 C,6103/6070/5858/6186 RPM,Connected,demo-riverbend.03068
DEMO-RIVERBEND,RB-03069,10.240.12.198,02:00:00:0b:fd:91,Success,WhatsMiner M30S++ 112T,20230110,105205.32 GH/s,110771.04 GH/s,4d 21h 20m,66.5/66.7/68.2 C,6156/6312/6166/6341 RPM,Connected,demo-riverbend.03069
DEMO-RIVERBEND,RB-03070,10.240.12.199,02:00:00:0b:fe:b6,Success,Antminer S19j Pro 104T,20230315,68436.48 GH/s,102156.12 GH/s,1d 17h 24m,70.8/72.8/72.0 C,6085/5739/6381/6232 RPM,Connected,demo-riverbend.03070
DEMO-RIVERBEND,RB-03071,10.240.12.200,02:00:00:0b:ff:db,Success,Antminer S19 95T,20230110,67070.30 GH/s,91747.63 GH/s,5d 19h 05m,71.0/70.9/72.0 C,6303/6268/6108/5901 RPM,Connected,demo-riverbend.03071
DEMO-RIVERBEND,RB-03072,10.240.12.201,02:00:00:0c:00:00,Success,WhatsMiner M30S++ 112T,20230110,102191.32 GH/s,109522.74 GH/s,1d 09h 14m,69.5/71.3/69.8 C,6259/6436/6267/5674 RPM,Connected,demo-riverbend.03072
DEMO-RIVERBEND,RB-03073,10.240.12.202,02:00:00:0c:01:25,Success,Antminer S19j Pro 104T,20230315,105432.29 GH/s,105210.06 GH/s,6d 04h 59m,73.8/75.3/74.0 C,6330/6007/5614/6171 RPM,Connected,demo-riverbend.03073
DEMO-RIVERBEND,RB-03074,10.240.12.203,02:00:00:0c:02:4a,Success,Antminer S19 95T,20230110,65813.98 GH/s,94833.49 GH/s,3d 08h 07m,77.5/79.0/77.4 C,5745/5675/5858/5641 RPM,Connected,demo-riverbend.03074
DEMO-RIVERBEND,RB-03075,10.240.12.204,02:00:00:0c:03:6f,Success,WhatsMiner M30S++ 112T,20230110,113028.38 GH/s,111668.32 GH/s,3d 00h 39m,67.4/67.1/66.7 C,5786/6433/5864/5560 RPM,Connected,demo-riverbend.03075
DEMO-RIVERBEND,RB-03076,10.240.12.205,02:00:00:0c:04:94,Success,Antminer S19j Pro 104T,20230315,99181.33 GH/s,100724.25 GH/s,2d 20h 16m,68.5/68.8/69.2 C,5472/5516/5565/5709 RPM,Connected,demo-riverbend.03076
DEMO-RIVERBEND,RB-03077,10.240.12.206,02:00:00:0c:05:b9,Success,Antminer S19 95T,20230110,98127.62 GH/s,97652.15 GH/s,5d 03h 13m,72.3/71.3/72.1 C,6003/6202/5742/5897 RPM,Connected,demo-riverbend.03077
DEMO-RIVERBEND,RB-03078,10.240.12.207,02:00:00:0c:06:de,Success,WhatsMiner M30S++ 112T,20230110,104778.26 GH/s,108552.64 GH/s,6d 10h 59m,60.1/60.0/61.5 C,5480/6305/6246/6356 RPM,Connected,demo-riverbend.03078
DEMO-RIVERBEND,RB-03079,10.240.12.208,02:00:00:0c:07:03,Success,Antminer S19j Pro 104T,20230315,98908.75 GH/s,103644.03 GH/s,4d 19h 35m,66.7/68.1/68.1 C,6203/6013/6082/5894 RPM,Connected,demo-riverbend.03079
DEMO-RIVERBEND,RB-03080,10.240.12.209,02:00:00:0c:08:28,Success,Antminer S19 95T,20230110,95925.28 GH/s,95991.10 GH/s,6d 16h 52m,76.4/76.8/77.2 C,6434/6423/5968/6272 RPM,Connected,demo-riverbend.03080
DEMO-RIVERBEND,RB-03081,10.240.12.210,02:00:00:0c:09:4d,Success,WhatsMiner M30S++ 112T,20230110,0 GH/s,110394.49 GH/s,8d 09h 32m,77.0/78.9/76.4 C,6473/5829/6009/5521 RPM,Connected,demo-riverbend.03081
DEMO-RIVERBEND,RB-03082,10.240.12.211,02:00:00:0c:0a:72,Success,Antminer S19j Pro 104T,20230315,102729.65 GH/s,100644.07 GH/s,5d 16h 42m,69.9/69.2/71.5 C,6258/5464/5643/5506 RPM,Connected,demo-riverbend.03082
DEMO-RIVERBEND,RB-03083,10.240.12.212,02:00:00:0c:0b:97,Success,Antminer S19 95T,20230110,91677.20 GH/s,96308.08 GH/s,7d 07h 26m,72.3/71.7/73.8 C,6144/6074/6202/5856 RPM,Connected,demo-riverbend.03083
DEMO-RIVERBEND,RB-03084,10.240.12.213,02:00:00:0c:0c:bc,Success,WhatsMiner M30S++ 112T,20230110,110500.48 GH/s,113245.40 GH/s,4d 00h 00m,71.0/70.1/72.5 C,5676/6209/6258/6465 RPM,Connected,demo-riverbend.03084
DEMO-RIVERBEND,RB-03085,10.240.12.214,02:00:00:0c:0d:e1,Success,Antminer S19j Pro 104T,20230315,103939.92 GH/s,105018.68 GH/s,6d 11h 10m,64.6/65.8/63.8 C,5822/6189/5728/6098 RPM,Connected,demo-riverbend.03085
DEMO-RIVERBEND,RB-03086,10.240.12.215,02:00:00:0c:0e:06,Success,Antminer S19 95T,20230110,87930.83 GH/s,94021.69 GH/s,4d 01h 21m,70.9/72.0/71.1 C,6144/6468/5531/6007 RPM,Connected,demo-riverbend.03086
DEMO-RIVERBEND,RB-03087,10.240.12.216,02:00:00:0c:0f:2b,Success,WhatsMiner M30S++ 112T,20230110,112547.98 GH/s,115170.50 GH/s,6d 14h 26m,77.0/77.2/77.2 C,6413/5681/5732/5571 RPM,Connected,demo-riverbend.03087
DEMO-RIVERBEND,RB-03088,10.240.12.217,02:00:00:0c:10:50,Success,Antminer S19j Pro 104T,20230315,103965.54 GH/s,105878.70 GH/s,2d 01h 04m,71.7/71.8/70.7 C,5880/6243/6093/6445 RPM,Connected,demo-riverbend.03088
DEMO-RIVERBEND,RB-03089,10.240.12.218,02:00:00:0c:11:75,Success,Antminer S19 95T,20230110,90666.04 GH/s,94464.57 GH/s,1d 09h 53m,76.2/76.3/76.8 C,6371/5601/6149/6480 RPM,Connected,demo-riverbend.03089
DEMO-RIVERBEND,RB-03090,10.240.12.219,02:00:00:0c:12:9a,Success,WhatsMiner M30S++ 112T,20230110,113810.95 GH/s,113389.95 GH/s,5d 04h 05m,70.8/71.7/72.8 C,6365/6099/6287/6399 RPM,Connected,demo-riverbend.03090
DEMO-RIVERBEND,RB-03091,10.240.12.220,02:00:00:0c:13:bf,Success,Antminer S19j Pro 104T,20230315,101835.43 GH/s,106065.74 GH/s,7d 11h 51m,72.9/74.8/73.4 C,6311/5750/5411/6063 RPM,Connected,demo-riverbend.03091
DEMO-RIVERBEND,RB-03092,10.240.12.221,02:00:00:0c:14:e4,Success,Antminer S19 95T,20230110,87233.77 GH/s,91631.14 GH/s,5d 20h 15m,75.0/76.9/76.1 C,6360/5901/5974/6350 RPM,Connected,demo-riverbend.03092
DEMO-RIVERBEND,RB-03093,10.240.12.222,02:00:00:0c:15:09,Success,WhatsMiner M30S++ 112T,20230110,107399.79 GH/s,112485.07 GH/s,4d 15h 29m,63.4/62.8/62.9 C,5811/6280/5461/6005 RPM,Connected,demo-riverbend.03093
DEMO-RIVERBEND,RB-03094,10.240.12.223,02:00:00:0c:16:2e,Success,Antminer S19j Pro 104T,20230315,98830.86 GH/s,104461.28 GH/s,6d 12h 27m,70.9/70.3/71.7 C,6047/5473/5646/6235 RPM,Connected,demo-riverbend.03094
DEMO-RIVERBEND,RB-03095,10.240.12.224,02:00:00:0c:17:53,Success,Antminer S19 95T,20230110,86495.69 GH/s,91903.48 GH/s,7d 04h 43m,66.2/67.0/67.7 C,5728/5601/5788/6248 RPM,Connected,demo-riverbend.03095
DEMO-RIVERBEND,RB-03096,10.240.12.225,02:00:00:0c:18:78,Success,WhatsMiner M30S++ 112T,20230110,114114.70 GH/s,113931.09 GH/s,1d 13h 19m,63.1/62.2/62.5 C,5551/5628/5406/5549 RPM,Connected,demo-riverbend.03096
DEMO-RIVERBEND,RB-03097,10.240.12.226,02:00:00:0c:19:9d,Success,Antminer S19j Pro 104T,20230315,101567.60 GH/s,106271.31 GH/s,8d 06h 45m,60.4/60.7/59.9 C,5639/5756/5948/6249 RPM,Connected,demo-riverbend.03097
DEMO-RIVERBEND,RB-03098,10.240.12.227,02:00:00:0c:1a:c2,Success,Antminer S19 95T,20230110,92639.92 GH/s,93132.18 GH/s,6d 11h 24m,65.0/66.8/64.4 C,5994/6256/5620/6130 RPM,Connected,demo-riverbend.03098
DEMO-RIVERBEND,RB-03099,10.240.12.228,02:00:00:0c:1b:e7,Success,WhatsMiner M30S++ 112T,20230110,106037.19 GH/s,110560.70 GH/s,7d 05h 07m,60.3/61.4/60.8 C,6155/6180/6115/5875 RPM,Connected,demo-riverbend.03099
DEMO-RIVERBEND,RB-03100,10.240.12.229,02:00:00:0c:1c:0c,Success,Antminer S19j Pro 104T,20230315,102171.12 GH/s,100154.28 GH/s,8d 14h 08m,75.8/76.0/77.2 C,6495/6154/5968/6085 RPM,Connected,demo-riverbend.03100
DEMO-RIVERBEND,RB-03101,10.240.12.230,02:00:00:0c:1d:31,Success,Antminer S19 95T,20230110,88450.73 GH/s,94139.01 GH/s,3d 13h 05m,70.1/69.8/71.3 C,6178/5509/5753/6073 RPM,Connected,demo-riverbend.03101
DEMO-RIVERBEND,RB-03102,10.240.12.231,02:00:00:0c:1e:56,Success,WhatsMiner M30S++ 112T,20230110,110356.19 GH/s,109518.24 GH/s,3d 09h 07m,60.1/60.0/59.9 C,6369/5437/6388/5688 RPM,Connected,demo-riverbend.03102
DEMO-RIVERBEND,RB-03103,10.240.12.232,02:00:00:0c:1f:7b,Success,Antminer S19j Pro 104T,20230315,99243.58 GH/s,103895.46 GH/s,1d 16h 11m,73.5/74.9/73.8 C,5760/6057/6370/6051 RPM,Connected,demo-riverbend.03103
DEMO-RIVERBEND,RB-03104,10.240.12.233,02:00:00:0c:20:a0,Success,Antminer S19 95T,20230110,94379.26 GH/s,94285.34 GH/s,4d 10h 53m,70.8/72.3/72.7 C,5860/6331/6363/5664 RPM,Connected,demo-riverbend.03104
DEMO-RIVERBEND,RB-03105,10.240.12.234,02:00:00:0c:21:c5,Success,WhatsMiner M30S++ 112T,20230110,110753.46 GH/s,113586.58 GH/s,2d 01h 24m,71.5/71.8/73.4 C,5990/5650/6166/5821 RPM,Connected,demo-riverbend.03105
DEMO-RIVERBEND,RB-03106,10.240.12.235,02:00:00:0c:22:ea,Success,Antminer S19j Pro 104T,20230315,100197.25 GH/s,103345.43 GH/s,3d 11h 57m,61.1/61.3/60.3 C,5771/6150/5861/5430 RPM,Connected,demo-riverbend.03106
DEMO-RIVERBEND,RB-03107,10.240.12.236,02:00:00:0c:23:0f,Success,Antminer S19 95T,20230110,98101.77 GH/s,95763.34 GH/s,1d 14h 50m,60.7/62.4/60.7 C,6272/5435/5935/5495 RPM,Connected,demo-riverbend.03107
DEMO-RIVERBEND,RB-03108,10.240.12.237,02:00:00:0c:24:34,Success,WhatsMiner M30S++ 112T,20230110,108639.54 GH/s,112982.04 GH/s,4d 19h 30m,74.5/75.0/73.9 C,5482/6358/5838/6100 RPM,Connected,demo-riverbend.03108
DEMO-RIVERBEND,RB-03109,10.240.12.238,02:00:00:0c:25:59,Success,Antminer S19j Pro 104T,20230315,104935.99 GH/s,104929.76 GH/s,3d 06h 11m,75.1/75.2/75.6 C,,Connected,demo-riverbend.03109
DEMO-RIVERBEND,RB-03110,10.240.12.239,02:00:00:0c:26:7e,Success,Antminer S19 95T,20230110,91530.75 GH/s,92479.35 GH/s,8d 13h 12m,65.5/67.0/64.7 C,5730/6152/6054/5812 RPM,Connected,demo-riverbend.03110
DEMO-RIVERBEND,RB-03111,10.240.12.240,02:00:00:0c:27:a3,Success,WhatsMiner M30S++ 112T,20230110,116030.17 GH/s,114754.24 GH/s,6d 23h 23m,66.5/68.1/67.0 C,6177/6271/5961/5851 RPM,Connected,demo-riverbend.03111
